_record_id,name_history,name,ico,address,legal_form,region,date_start,date_end,activity1,activity2,account_sector,ownership,size,source_url
79,"","BELAR-TRENÁKUP, a.s. v likvidácii",00154989,"Cukrovarská 2,  075 01 Trebišov",Akciová spoločnosť,Trebišov,1992-05-01,2003-11-19,Prenájom a prevádzkovanie vlastných alebo prenajatých nehnuteľností,Prenájom vlastných nehnuteľností,Súkromné nefinančné korporácie,Súkromné tuzemské,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=481
80,"","Poľnonákup ŠARIŠ, a.s.",00155012,"Bardejovská 44,  080 01 Prešov",Akciová spoločnosť,Prešov,1972-01-01,"",Výroba a príprava krmív pre hospodárske zvieratá,Výroba hotového krmiva pre hospodárske zvieratá,Súkromné nefinančné korporácie,Súkromné tuzemské,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=482
81,"","Hydinársky štátny majetok, kombinát",00155187,"Ivánska cesta 4,  821 04 Bratislava - Ružinov",Štátny podnik,Bratislava II,1986-01-01,1998-07-22,Chov hydiny,Chov hydiny,Verejné nefinančné korporácie,Štátne,500-999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=483
82,"","Štátne rybárstvo, štátny podnik v likvidácii",00155195,"Park 5,  900 31 Stupava",Štátny podnik,Malacky,1986-01-01,2001-10-29,Riečna akvakultúra,Chov rýb,Verejné nefinančné korporácie,Štátne,3-4 zamestnanci,http://www.statistics.sk/pls/wregis/detail?wxidorg=484
83,"","Mäsopriemysel, š.p. v likvidácii",00155225,"Na pántoch 18,  835 11 Bratislava - Rača",Štátny podnik,Bratislava III,1972-01-01,2004-12-08,Spracovanie a konzervovanie mäsa,Výroba a konzervovanie mäsa,Verejné nefinančné korporácie,Štátne,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=485
84,"",Považský cukrovar š. p.,00155292,"Cukrovarnícka ,  914 11 Trenčianska Teplá",Štátny podnik,Trenčín,1986-01-01,2006-02-08,Výroba cukru,Výroba cukru,Verejné nefinančné korporácie,Štátne,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=486
85,"","MRAZIARNE, š.p. v likvidácii",00155471,"Trenčianska 53,  825 13 Bratislava - Ružinov",Štátny podnik,Bratislava II,1972-01-01,"",Výroba a príprava krmív pre domáce zvieratá,Výroba hotového krmiva pre domáce zvieratá,Verejné nefinančné korporácie,Štátne,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=487
86,"","Slovenské sladovne, š.p. - v likvidácii",00155551,"Ľudová 10,  917 41 Trnava",Štátny podnik,Trnava,1972-01-01,2001-05-09,Výroba piva,Výroba piva,Verejné nefinančné korporácie,Štátne,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=488
87,"","PEhAES, a.s.",00155764,"Slovenská 69,  080 32 Prešov",Akciová spoločnosť,Prešov,1972-01-01,"",Výstavba neobytných budov,Nebytové budovy,Súkromné nefinančné korporácie,Súkromné tuzemské,150-199 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=489
88,"","SEMA - Semenársky majetok, štátny podnik - v likvidácii",00155926,"Sládkovičovo 1207,  925 21 Sládkovičovo",Štátny podnik,Galanta,1984-01-01,2003-10-27,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Verejné nefinančné korporácie,Štátne,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=490
89,"","Semenársky štátny majetok, štátny podnik",00155969,"Bernolákova 1546,  955 01 Topoľčany",Štátny podnik,Topoľčany,1984-01-01,1994-09-30,Zmiešané hospodárstvo,Pestovanie plodín kombinované s chovom zvierat (zmiešané hospodárstvo),Verejné nefinančné korporácie,Štátne,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=491
90,"","Semenársky štátny majetok,š.p. v likvidácii",00156027,"Sabova ,  979 01 Rimavská Sobota",Štátny podnik,Rimavská Sobota,1984-01-01,2008-07-09,"Pestovanie obilnín (okrem ryže), strukovín a olejnatých semien ",Pestovanie obilnín a iných kultúrnych plodín i. n.,Verejné nefinančné korporácie,Štátne,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=492
91,"",Štátna veterinárna a potravinová správa Slovenskej republiky,00156426,"Botanická 17,  842 13 Bratislava - Karlova Ves",Rozpočtová organizácia,Bratislava IV,1972-01-01,"",Podpora a usmerňovanie ekonomiky,Činnosti usmerňujúce a prispievajúce k vyššej efektívnosti obchodu,Ústredná štátna správa,Štátne,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=493
92,"",Štátny veterinárny a potravinový ústav,00156434,"Botanická 15,  842 52 Bratislava - Karlova Ves",Príspevková organizácia,Bratislava IV,1972-01-01,"",Veterinárne činnosti,Veterinárne činnosti,Ústredná štátna správa,Štátne,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=494
93,"",Agroinštitút,00156540,"Akademická 4,  949 01 Nitra",Príspevková organizácia,Nitra,1986-01-01,2008-06-30,Hotelové a podobné ubytovanie,Hotely,Verejné nefinančné korporácie,Štátne,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=495
94,"",Ústredný kontrolný a skúšobný ústav poľnohospodársky,00156582,"Matúškova 21,  833 16 Bratislava - Nové Mesto",Rozpočtová organizácia,Bratislava III,1975-11-01,"",Technické testovanie a analýzy,Technické testovanie a analýzy,Ústredná štátna správa,Štátne,500-999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=496
95,"",Slovenská poľnohospodárska a potravinárska inšpekcia,00156591,"Krížna 52,  815 49 Bratislava - Staré Mesto",Rozpočtová organizácia,Bratislava I,1983-01-01,2002-02-07,Technické testovanie a analýzy,Technické testovanie a analýzy,Ústredná štátna správa,Štátne,250-499 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=497
96,"",Ministerstvo pôdohospodárstva a rozvoja vidieka Slovenskej republiky,00156621,"Dobrovičova 12,  812 66 Bratislava - Staré Mesto",Rozpočtová organizácia,Bratislava I,1972-01-01,"",Všeobecná verejná správa,Všeobecná verejná správa,Ústredná štátna správa,Štátne,1000-1999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=498
97,"","Stredoslovenské lesy, š.p.",00156655,"Nám. SNP 8,  975 66 Banská Bystrica",Štátny podnik,Banská Bystrica,1976-01-12,1999-10-29,"",Ťažba dreva,Verejné nefinančné korporácie,Štátne,3000-3999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=499
98,"","Severoslovenské  lesy, š.  p.",00156663,"Štefanikovo nám. 1,  011 45 Žilina",Štátny podnik,Žilina,1976-01-06,1999-10-29,"",Ťažba dreva,Verejné nefinančné korporácie,Štátne,2000-2999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=500
99,"2013-11-18: Vodohospodárska výstavba, š.p.","VODOHOSPODÁRSKA VÝSTAVBA, ŠTÁTNY PODNIK",00156752,"Karloveská 2,  842 04 Bratislava - Karlova Ves",0,Bratislava IV,1989-01-01,"",0,0,0,0,150,http://www.statistics.sk/pls/wregis/detail?wxidorg=501
100,"","Západoslovenské vodárne a kanalizácie, š.p.",00156779,"Trnavská 32,  826 29 Bratislava - Ružinov",Štátny podnik,Bratislava II,1986-01-01,2003-01-06,"Zber, úprava a dodávka ostatnej vody",Výroba a rozvod pitnej a úžitkovej vody,Verejné nefinančné korporácie,Štátne,2000-2999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=502
101,"","Stredoslovenské vodárne a kanalizácie, š.p.",00156787,"Partizánska cesta 5,  975 23 Banská Bystrica",Štátny podnik,Banská Bystrica,1983-10-05,2002-08-31,"Zber, úprava a dodávka ostatnej vody",Výroba a rozvod pitnej a úžitkovej vody,Verejné nefinančné korporácie,Štátne,1000-1999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=503
102,"","Severoslovenské vodárne a kanalizácie, š.p.",00156795,"Bôrická cesta 107,  010 01 Žilina",Štátny podnik,Žilina,1986-01-01,2003-04-30,"Zber, úprava a dodávka ostatnej vody",Výroba a rozvod pitnej a úžitkovej vody,Verejné nefinančné korporácie,Štátne,1000-1999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=504
103,"","Východoslovenské vodárne a kanalizácie, štátny podnik Košice",00156809,"Komenského 50,  042 48 Košice - Sever",Štátny podnik,Košice I,1986-01-01,2003-05-15,"Zber, úprava a dodávka ostatnej vody",Výroba a rozvod pitnej a úžitkovej vody,Verejné nefinančné korporácie,Štátne,3000-3999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=505
104,"","HYDROCONSULT BRATISLAVA, štátny podnik",00156817,"Exnárova 59,  821 03 Bratislava - Ružinov",Štátny podnik,Bratislava II,1972-01-01,2009-01-01,Ostatné inžinierske činnosti a súvisiace technické poradenstvo,Architektonické a inžinierske služby vrátane projektovania,Verejné nefinančné korporácie,Štátne,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=506
105,"",LESOPROJEKT ZVOLEN,00156833,"Sokolovská 2,  960 52 Zvolen",Príspevková organizácia,Zvolen,1985-12-01,2005-12-31,"",Architektonické a inžinierske služby vrátane projektovania,Ústredná štátna správa,Štátne,250-499 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=507
106,"",Lesnícky výskumný ústav Zvolen,00156841,"T.G.Masaryka 22,  960 92 Zvolen",Príspevková organizácia,Zvolen,1974-01-01,2005-12-31,"",Výskum a experimentálny vývoj v oblasti prírodných a technických vied,Verejné nefinančné korporácie,Štátne,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=508
107,"",Výskumný ústav vodného hospodárstva,00156850,"Nábr.arm.gen.L.Svobodu 5,  812 49 Bratislava - Staré Mesto",Príspevková organizácia,Bratislava I,1987-09-01,"",Ostatný výskum a experimentálny vývoj v oblasti prírodných a technických vied,Výskum a experimentálny vývoj v oblasti prírodných a technických vied,Ústredná štátna správa,Štátne,150-199 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=509
108,"",Štátny fond životného prostredia,00156868,"Bukureštská 4,  813 26 Bratislava - Staré Mesto",Rozpočtová organizácia,Bratislava I,1975-11-01,2001-12-31,"Usmerňovanie činností zariadení poskytujúcich zdravotnícku starostlivosť, vzdelávanie, kultúrne a iné sociálne služby okrem sociál. zabezpečenia","Usmerňovanie činnosti zariadení poskytujúcich zdrav.starostl., vzdeláv., kultúr. a iné sociál.služby okrem soc.zabezp.",Ústredná štátna správa,Štátne,20-24 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=510
109,"",Slovenský hydrometeorologický ústav,00156884,"Jeséniova 17,  833 15 Bratislava - Nové Mesto",Príspevková organizácia,Bratislava III,1972-01-01,"","Ostatné odborné, vedecké a technické činnosti i. n.",Hydrometeorologické a meteorologické činnosti,Ústredná štátna správa,Štátne,250-499 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=511
110,"",Slovenská inšpekcia životného prostredia,00156906,"Karloveská 2,  842 22 Bratislava - Karlova Ves",Rozpočtová organizácia,Bratislava IV,1974-01-01,"",Podpora a usmerňovanie ekonomiky,Činnosti usmerňujúce a prispievajúce k vyššej efektívnosti obchodu,Ústredná štátna správa,Štátne,200-249 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=512
111,"","Javorina,podnik cestovného ruchu, š.p. LiptovskýMikuláš v likvidácii",00156981,"Podtatranského 27,  031 01 Liptovský Mikuláš",Štátny podnik,Liptovský Mikuláš,1976-01-01,2005-05-31,Hotelové a podobné ubytovanie,Hotely,Verejné nefinančné korporácie,Štátne,"",http://www.statistics.sk/pls/wregis/detail?wxidorg=513
112,"","Západoslovenský ZDROJ, š.p. - v likvidácii",00157023,"Budovateľská 5,  940 19 Nové Zámky",Štátny podnik,Nové Zámky,1978-01-01,2001-11-29,"Sprostredkovanie obchodu s potravinami, nápojmi a tabakom","Sprostredkovanie obchodu s potravinami, nápojmi a tabakom",Verejné nefinančné korporácie,Štátne,25-49 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=514
113,"","ZDROJ Banská Bystrica, š.p. v likvidácii",00157031,"Zvolenská cesta 25,  974 68 Banská Bystrica",Štátny podnik,Banská Bystrica,1978-01-01,1998-10-15,"Maloobchod v nešpecializovaných predajniach najmä s potravinami, nápojmi a tabakom","Maloobchod so zmiešaným tovarom, najmä s potravinami, nápojmi a tabakom",Verejné nefinančné korporácie,Štátne,1000-1999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=515
114,"","ZELENINA, š.p. v likvidácii",00157074,"Mýtna 15,  813 80 Bratislava - Staré Mesto",Štátny podnik,Bratislava I,1974-01-01,2001-06-11,Veľkoobchod s ovocím a zeleninou,Veľkoobchod s ovocím a zeleninou,Verejné nefinančné korporácie,Štátne,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=516
115,"","Zelenina, š.p. v likvidácii",00157082,"Kukučínova 1,  940 32 Nové Zámky",Štátny podnik,Nové Zámky,1974-01-01,2003-06-16,Maloobchod s ovocím a zeleninou v špecializovaných predajniach,Maloobchod s ovocím a zeleninou,Verejné nefinančné korporácie,Štátne,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=517
116,"",ZELENINA Š. P. v likvidácii,00157091,"Zvolenská cesta 29,  975 27 Banská Bystrica",Štátny podnik,Banská Bystrica,1974-01-01,1998-07-20,Maloobchod s ovocím a zeleninou v špecializovaných predajniach,Maloobchod s ovocím a zeleninou,Verejné nefinančné korporácie,Štátne,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=518
117,"2013-11-18: ZELENINA, š.p. v likvidácii","Zelenina Žilina, š.p. "" v likvidácii""",00157104,"J. Milca 42,  010 01 Žilina",0,Žilina,1974-01-01,2013-08-20,0,0,0,0,10,http://www.statistics.sk/pls/wregis/detail?wxidorg=519
118,"",Zelenina š.p. v likvidácii,00157112,"Františkánska 5,  040 01 Košice - Staré Mesto",Štátny podnik,Košice I,1974-01-01,2004-10-29,Maloobchod s ovocím a zeleninou v špecializovaných predajniach,Maloobchod s ovocím a zeleninou,Verejné nefinančné korporácie,Štátne,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=520
119,"","OTEX - Textil, Bratislava, štátny podnik v likvidácii",00157147,"Leškova 4,  811 04 Bratislava - Staré Mesto",Štátny podnik,Bratislava I,1975-10-01,2007-11-13,Maloobchod s textilom v špecializovaných predajniach,Maloobchod s textilom,Verejné nefinančné korporácie,Štátne,nezistený,http://www.statistics.sk/pls/wregis/detail?wxidorg=521
120,"","OTEX - Textil Žilina, š.p. v likvidácii",00157155,"Hviezdoslavova 26,  010 01 Žilina",Štátny podnik,Žilina,1974-01-01,"",Maloobchod s textilom v špecializovaných predajniach,Maloobchod s textilom,Verejné nefinančné korporácie,Štátne,500-999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=522
121,"",OTEX-TEXTIL Prešov š.p. v likvidácii,00157163,"Slovenská 40,  080 01 Prešov",Štátny podnik,Prešov,1974-01-01,2006-07-26,"",Ostatný maloobchod v špecializovaných predajniach,Verejné nefinančné korporácie,Štátne,5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=523
122,"","OTEX - ODEVY, Bratislava š.p. v likvidácii",00157171,"Líščie údolie 61,  842 48 Bratislava - Karlova Ves",Štátny podnik,Bratislava IV,1974-01-01,2007-06-08,Maloobchod s odevmi v špecializovaných predajniach,Maloobchod s odevami,Verejné nefinančné korporácie,Štátne,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=524
123,"","OTEX - Odevy Žilina, štátny podnik v likvidácii",00157180,"Mariánske námestie 24,  010 46 Žilina",Štátny podnik,Žilina,1974-01-01,"",Maloobchod s odevmi v špecializovaných predajniach,Maloobchod s odevami,Verejné nefinančné korporácie,Štátne,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=525
124,"",Otex-Odevy š.p. v likvidácii,00157198,"Kpt. Nálepku 1200/17,  042 56 Košice - Staré Mesto",Štátny podnik,Košice I,1987-10-01,1998-12-31,Maloobchod s odevmi v špecializovaných predajniach,Maloobchod s odevami,Verejné nefinančné korporácie,Štátne,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=526
125,"","DOVOTEX, spoločný podnik - v konkurze",00157201,"Pod Kalváriou 16,  955 16 Topoľčany",Spoločný podnik,Topoľčany,1990-07-30,2004-11-29,Veľkoobchod s textilom,Veľkoobchod s textilom,Verejné nefinančné korporácie,Zmiešané (kombinácia 1 až 8),5-9 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=527
126,"","NÁBYTOK NITRA, Š. P./v likvidácii/",00157546,"Štefánikova 50,  949 69 Nitra",Štátny podnik,Nitra,1974-01-01,2001-10-25,"","Maloobchod s nábytkom, svietidlami a predmetmi pre domácnosť i.n.",Verejné nefinančné korporácie,Štátne,10-19 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=528
127,"",IUVENTA,00157660,"Karloveská 64,  842 58 Bratislava - Karlova Ves",Príspevková organizácia,Bratislava IV,1988-04-01,"",Ostatné vzdelávanie i. n.,Vzdelávanie dospelých a ostatné vzdelávanie i. n.,Ústredná štátna správa,Štátne,50-99 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=529
128,"",Univerzita Konštantína Filozofa v Nitre,00157716,"Tr. A. Hlinku 1,  949 74 Nitra",Verejnoprávna inštitúcia,Nitra,1982-06-05,"",Terciárne vzdelávanie,Vyššie školstvo,Ústredná štátna správa,Štátne,500-999 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=530
129,"",Pedagogická fakulta UMB,00157724,"Zvolenská cesta 6,  974 01 Banská Bystrica",Rozpočtová organizácia,Banská Bystrica,1992-07-01,2002-03-20,"",Vyššie školstvo,Ústredná štátna správa,Štátne,100-149 zamestnancov,http://www.statistics.sk/pls/wregis/detail?wxidorg=531
